url	titolo_originale	titolo_inglese	casa_ed	nazionalità	disegni	storia	categoria	genere	anno	volumi	stato_patria	stato_ita	disponibilità	valutazione	opinioni	serializzato	tag	utenti	trama	manga
https://www.animeclick.it/manga/21719/houshin-shinai-engi	Houshin Shinai Engi	Houshin Shinai Engi	Kadokawa Shoten	Giappone	Keiko Sakano	Keiko Sakano	Shoujo	Commedia  Magia  Sentimentale  Soprannaturale	2015	6	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Asuka	intrappolato-in-mondo-fantastico  Basato-su-un-classico-della-letteratura  protagonista-affascinante  Cina  Protagonista-femminile-forte  creature-magiche  Universo-alternativo	0 In lettura, 0 Completo, 1 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere	['Trama: Saiki Yamato è una comune studentessa delle superiori che un giorno, per puro caso, apre un antico rotolo e viene catapultata in un altro mondo chiamato Houshin Engi. Incontra quindi Kyoushiga, un avvenente pescatore protagonista di un libro che sia madre era solita leggerle...']	HOUSHIN SHINAI ENGI
https://www.animeclick.it/manga/25413/hua-qian-gu	Huā Qiān Gǔ	The Journey of Flower	Hangzhou Sa Wu Tian Ji	Cina	Da Mao	Fresh Guoguo	Shoujo  Manhua	Avventura  Drammatico  Sentimentale  Soprannaturale  Storico	2014	13	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Sa Manhua	Demoni  gelosia  Relazione-professore-studente  Morte-di-una-persona-cara  Immortalità  Cina  A-colori  wuxia	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	"[""Trama: Reputata portatrice di disgrazie a causa della sua capacità di attirare demoni, Hua Qian Gu conduce una vita semplice e tranquilla ai margini del villaggio, prendendosi cura del padre malato. Un giorno le condizioni del genitore s'aggravano di colpo; prossimo alla morte, il padre raccomanda a Qian Gu di farsi ammettere ad una scuola per praticare le arti mistiche e contrastare così i demoni. Sulla lunga via per diventare un’immortale, il destino di Qian Gu si incrocerà con quello di diverse persone, tra cui il maestro Bai Zi Hua, e il misterioso Dong Fang Yu Qing. È l’inizio di una spettacolare avventura, condita da sentimenti contrastanti e un destino crudele…""]"	HUA QIAN GU
https://www.animeclick.it/manga/15809/human-system	Human System	Human System	Hakusensha	Giappone	Wataru Hibiki	Wataru Hibiki	Shoujo	Drammatico  Fantastico  Sentimentale	2013	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Sa Manhua	Demoni  gelosia  Relazione-professore-studente  Morte-di-una-persona-cara  Immortalità  Cina  A-colori  wuxia	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 10 Da leggere	"['Trama: ""Esattamente, cosa sono io?""', ""Un robot creato da mani umane per affrontare battaglie incontra una ragazza cieca, Lilina, mentre sta fuggendo via. Lentamente, è sempre più preso da Lilina, che riesce a vedere il vero se stesso e non un robot. All'improvviso però appare qualcuno che ha preso di mira entrambi, per di più, la ragazza sembra nascondere lei stessa un segreto...""]"	HUMAN SYSTEM
https://www.animeclick.it/manga/21080/hunky-dory	Hunky Dory	Hunky Dory	Shueisha	Giappone	Kana Watanabe	Kana Watanabe	Shoujo	Commedia  Scolastico  Sentimentale	2015 - 2016	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Margaret	Scuola-superiore  Triangolo-amoroso  Gemelli  Amiche-di-infanzia	2 In lettura, 0 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 6 Da leggere - drop rate: 33,33%	"[""Trama: Yukari e i due fratelli gemelli Shun e Ou sono amici d'infanzia, cresciuti insieme quasi come una famiglia. La loro relazione, tuttavia, sembra prendere una piega diversa dopo il primo giorno di liceo...""]"	HUNKY DORY
https://www.animeclick.it/manga/14691/husk-eden	Husk Eden	Husk of Eden	Ichijinsha	Giappone	Yoshinori Kisaragi	Yoshinori Kisaragi	Shoujo	Azione  Drammatico  Guerra	2012 - 2014	4	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Margaret	Scuola-superiore  Triangolo-amoroso  Gemelli  Amiche-di-infanzia	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 5 Da leggere	"[""Trama: Eripha è l'unica ragazza nella guarnigione dell'esercito del governo del mondo che protegge la città di Eldorado dai terroristi. Dopo essere stata sola per tre mesi, trova compagnia in Melka Dracea, un ragazzo della sua stessa truppa. Ma un raid improvviso dei terroristi e un incontro ravvicinato con il loro capo cambia drasticamente la situazione.""]"	HUSK EDEN
https://www.animeclick.it/manga/12241/hwa	HWA	HWA	Seoul Cultural	Corea del Sud	Young Hee Lee	Young Hee Lee	Shoujo  Manhwa  Shounen-Ai	Drammatico  Raccolta  Sentimentale	2002	1	completato	inedito	Nessuna	6,786   (#4297 in manga) (3 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Bessatsu Margaret	Assassini  Studenti  Musicisti	1 In lettura, 3 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 8 Da leggere - drop rate: 0,00%	"['Trama: Una raccolta di cinque brevissime storie.', ""1) HWA - Un liceale di buona famiglia, violento e rabbioso, incontra dopo sette anni un amico d'infanzia. Sullo sfondo, gang rivali e scazzottate per una viaggio a ritroso in un'infanzia difficile."", '2) Truth - Due fratelli e una ragazza: se ha tre vertici, è un triangolo.', '3) Uninvited 115 - Tante vittime, una killer e un ragazzino.', '4) Beat - Un bel batterista è amorevolmente braccato da una fan.', '5) The little prince - Un audace principino ""salva"" la principessa dalle grinfie di una strega…', ""Trama suggerita dall'utente dawnraptor.""]"	HWA
https://www.animeclick.it/manga/19282/hyakka-mangekyou	Hyakka Mangekyou	Hyakka Mangekyou	Hakusensha	Giappone	Rei Izawa	Rei Izawa	Shoujo	Drammatico  Sentimentale	2016 - 2019	3	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Hana to Yume	Assassini  Studenti  Musicisti	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama:']	HYAKKA MANGEKYOU
https://www.animeclick.it/manga/15219/hyakki-koiran	Hyakki Koiran	Hundred Demons of Love - Lovesick x God	Kodansha	Giappone	Pedoro Toriumi	Pedoro Toriumi	Shoujo	Commedia  Scolastico  Sentimentale  Soprannaturale	2012 - 2015	7	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Nakayoshi	Demoni  Triangolo-amoroso	2 In lettura, 1 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 12 Da leggere - drop rate: 0,00%	['Trama: Un giorno, Unohana incontra inaspettatamente due fratelli ed entrambi sono demoni. Nessuno può vederli tranne Unohana, una liceale che può vedere ciò che nessun altro può. Ma quando viene attaccata dallo spirito di un cane nero, forze ancora più strane vengono risvegliate.']	HYAKKI KOIRAN
https://www.animeclick.it/manga/21673/hyakki-tsurezurebukuro	Hyakki Tsurezurebukuro	Hyakki Tsurezurebukuro	Kadokawa Shoten	Giappone	Aki Shimizu	Natsuhiko Kyōgoku	Shoujo	Drammatico  Mistero  Psicologico  Soprannaturale  Storico	2010 - 2015	6	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Asuka	Detective-Investigatori  protagonista-affascinante  Episodico  Protagonista-intelligente  Protagonista-bizzarro  superstizione	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere	"[""Trama: Tokyo, 1950. L'agenzia di detective Rose Cross è l'unica che si occupa dei casi che la polizia non vuol prendere in considerazione. Enokizu Reijirou è un bizzarro investigatore privato con delle abilità psichiche mentre Chuuzenji Akihiko è il burbero proprietario di un negozio di libri usati che riveste occasionalmente il ruolo di onmyouji (una sorta di esorcista) ed ha una vasta conoscenza del mondo soprannaturale. Insieme, i due cercano giustizia per tutte le vittime di strani crimini."", '', ""L'opera deriva dalla serie di romanzi Kyōgokudō che iniziano con Ubume no Natsu.""]"	HYAKKI TSUREZUREBUKURO
https://www.animeclick.it/manga/30872/hyakuichi	Hyakuichi	Hyaku ichi	Mag Garden	Giappone	Yoshitomo Watanabe	Yoshitomo Watanabe	Shoujo	Commedia  Scolastico	2013 - 2014	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Comic Avarus	Detective-Investigatori  protagonista-affascinante  Episodico  Protagonista-intelligente  Protagonista-bizzarro  superstizione	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 0 Da leggere	['Trama: Momose Tomonari, figlio del presidente di una grande azienda, ha ricevuto un ordine dal padre: per diventare il successore dovrà crearsi delle connessioni ed essere popolare facendosi almeno 100 amici al suo ingresso alle scuole superiori.']	HYAKUICHI
https://www.animeclick.it/manga/13216/hyakunen-renbo	Hyakunen Renbo	Hyakunen Renbo	Hakusensha	Giappone	Nao Mashiba	Nao Mashiba	Shoujo	Commedia  Drammatico  Fantasy  Sentimentale	2009	2	completato	inedito	Nessuna	7,167   (#2273 in manga) (2 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Comic Avarus	Detective-Investigatori  protagonista-affascinante  Episodico  Protagonista-intelligente  Protagonista-bizzarro  superstizione	1 In lettura, 9 Completo, 0 Pausa, 0 Sospeso, 1 Da rileggere, 12 Da leggere - drop rate: 0,00%	['Trama: Eva è una strega centenaria a cui viene chiesto di curare la malattia del giovane principe del regno di Fernest. Sebbene le streghe siano maltrattate in quanto portatrici di sventura, il principe Louis forma con lei un legame profondo. Quando però per Louis arriva il momento di succedere al trono, Eva deve decidere se lasciarlo andare o seguirlo...']	HYAKUNEN RENBO
https://www.animeclick.it/manga/22275/hybrid-berry	Hybrid Berry	Hybrid Berry	Shueisha	Giappone	Ayumi Komura	Ayumi Komura	Shoujo	Scolastico  Sentimentale  Sport	2004	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Margaret	rivalità  Baseball  Talento-nascosto  Protagonista-femminile-forte  Competizioni-gare  Amanti-che-bisticciano  crossdressing  Giardinaggio	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"[""Trama: Aoyagi, una grande appassionata di giardinaggio, è segretamente innamorata di Sugisaki, fanatico del baseball: i due non fanno però che litigare ogni giorno! Quando ad Aoyagi viene data l'opportunità di entrare a far parte dello stesso club di baseball in cui gioca Sugisaki, quindi, la ragazza accetta senza pensarci, sperando così di entrare finalmente in buoni rapporti con il ragazzo. Ma cosa succede quando i due si ritrovano a dover competere per lo stesso ruolo?""]"	HYBRID BERRY
https://www.animeclick.it/manga/15847/hoshi-o-ou-kodomo-agartha-no-shounen	Hoshi wo ou Kodomo Agartha no shounen	Children Who Come from Deep Below	Media Factory	Giappone	Asahi Hidaka	Ayumi Komura	Shoujo	Avventura  Drammatico  Fantastico  Sentimentale	2011 - 2012	2	completato	completato	Star Comics (compralo su Amazon.it)	7,700   (#589 in manga) (6 valutazioni con 0 recensioni)	9  1  1 - 85,71% promosso	Comic Gene	viaggio  fratelli  Morte-di-una-persona-cara  Protagonista-giovane	3 In lettura, 20 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 30 Da leggere - drop rate: 0,00%	['Trama: Un ragazzo di nome Shin vive con suo fratello maggiore Shun in un luogo sotterraneo chiamato Agharta. Un giorno suo fratello scappa via verso la superficie portandosi via un cristallo. Shin lo segue per portare indietro il cristallo. Durante il suo viaggio incontra una ragazza di nome Asuna e Morisaki, un uomo che ha perso sua moglie.']	I BAMBINI CHE INSEGUONO LE STELLE: IL RAGAZZO DI AGHARTA
https://www.animeclick.it/manga/9795/i-fiori-del-male	Flowers of Evil	Flowers of Evil	Daiwon	Corea del Sud	Hyeon-Sook Lee	Hyeon-Sook Lee	Shoujo  Manhwa	Drammatico  Sentimentale	2006	7	completato	completato	JPOP (compralo su Amazon.it)	8,419   (#75 in manga) (34 valutazioni con 18 recensioni)	37  0  0 - 100,00% promosso	Comic Gene	viaggio  fratelli  Morte-di-una-persona-cara  Protagonista-giovane	9 In lettura, 72 Completo, 3 Pausa, 4 Sospeso, 2 Da rileggere, 84 Da leggere - drop rate: 4,44%	"[""Trama: Cosa sceglieresti? Essere amato da tutti o essere amato dall'unica persona che ami? Se Joon è uno studente timido e sensibile, ma dentro di sé ha un tormento segreto: Se Wa, sua sorella gemella; è lei che desidera stare con lui sempre, in ogni momento e in ogni luogo, anche durante la notte. Se Joon teme questa ossessione, ma non può rifiutare la sorella, poiché comprende che lui stesso rappresenta per lei la cosa più importante (trama presa dal sito dell'editore italiano, J-Pop).""]"	I FIORI DEL MALE
https://www.animeclick.it/manga/10929/i-guardiani-del-sigillo	Tamago no Hi	Day of the Egg	Libre Shuppan	Giappone	Bohra Naono	Bohra Naono	Shoujo	Avventura  Azione  Commedia  Drammatico  Fantasy  Horror  Sentimentale	2004	3	completato	sospeso	Magic Press (compralo su Amazon.it)	7,174   (#2228 in manga) (3 valutazioni con 2 recensioni)	2  0  0 - 100,00% promosso	Comic Gene	viaggio  fratelli  Morte-di-una-persona-cara  Protagonista-giovane	7 In lettura, 2 Completo, 1 Pausa, 2 Sospeso, 0 Da rileggere, 10 Da leggere - drop rate: 16,67%	"[""Trama: In un mondo che sta per essere inghiottito da un’altra dimensione, i pochi esseri umani rimasti hanno dato fondo a tutte le loro conoscenze per creare degli esseri artificiali dotati di facoltà eccezionali che proteggano il mondo dalla catastrofe incombente. L’incontro di quattro potenti “guardian”, Or Aile, Jade Zanna, Platin Por e Rouge Gale, con l’affascinante albina Weiß Wiese, custode del sigillo della sacra terra, segnerà l’inizio di un lungo viaggio per proteggere il mondo. Trama dell'editore italiano Magic Press.""]"	I GUARDIANI DEL SIGILLO
https://www.animeclick.it/manga/12616/i-love-hs	I ♥ HS	I Love High School	Shogakukan	Giappone	Mayumi Yokoyama	Mayumi Yokoyama	Shoujo	Commedia  Scolastico  Sentimentale	2008	2	completato	inedito	Nessuna	7,188   (#2184 in manga) (4 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Comic Gene	viaggio  fratelli  Morte-di-una-persona-cara  Protagonista-giovane	0 In lettura, 15 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 21 Da leggere - drop rate: 0,00%	"[""Trama: Yamato Onidzuka è un ragazzino vivace nonché bullo, punk, e bravissimo nello sport. Tutti i suoi amici d'infanzia sono terrorizzati da lui. Quando si è trasferito in un altra scuola, sembrava che il peggior incubo dei suoi amici fosse finalmente giunto al termine. Ma ora che è tornato, sembra che l'incubo si sia fatto più vivo che mai.""]"	I LOVE HS
https://www.animeclick.it/manga/10619/i-love-you-baby	Aishiteruze Baby	I Love You Baby	Shueisha	Giappone	Yōko Maki	Yōko Maki	Shoujo	Commedia  Sentimentale  Slice of Life	2002	7	completato	completato	Panini Comics (compralo su Amazon.it)	7,303   (#1543 in manga) (11 valutazioni con 3 recensioni)	19  1  1 - 92,68% promosso	Immagini	Nella tua lista	3 In lettura, 101 Completo, 5 Pausa, 0 Sospeso, 2 Da rileggere, 33 Da leggere - drop rate: 0,00%	"['Trama: Ci sono tanti tipi d’amore, quindi dire “I love you” può avere molti significati. Nel caso di Kippei, il protagonista di questa delicata e tenera storia che vi terrà compagnia per sette volumi, queste parole non sembrano avere molto valore. Superficiale e donnaiolo, a scuola Kippei ama circondarsi di ragazze, però non si direbbe certo il tipo in grado di prendersi cura di qualcuno. Eppure è proprio a lui che verrà affidato l’incarico di badare alla cuginetta Yuzuyu, rimasta sola dopo essere stata abbandonata dalla madre. Stando vicino alla bambina e sforzandosi di comprendere le sue esigenze, Kippei forse scoprirà cosa significa davvero voler bene a qualcuno...', ""Trama dell'editore italiano Panini Comics.""]"	I LOVE YOU BABY
https://www.animeclick.it/manga/18512/i-love-you-baby-mikko-komori	I Love You Baby	I Love You Baby	Shueisha	Giappone	Mikko Komori	Mikko Komori	Shoujo	Scolastico  Sentimentale	2014 - 2015	4	completato	inedito	Nessuna	7,000   (#3105 in manga) (1 valutazioni con 0 recensioni)	0  0  0 - 0,00% promosso	Margaret	Primo-amore  protagonista-ingenua	0 In lettura, 3 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere - drop rate: 0,00%	['Trama: Mirei Odagiri, prima media, ha dei genitori particolarmente severi che non le permettono di fare nulla dopo la scuola. Un giorno mentre sua madre è a lavoro, Mirei decide di uscire da sola per restituire un oggetto dimenticato dalla sua amica. Quello stesso giorno incontra un ragazzo che sembra essere più giovane di lei. Cosa nascerà da questo incontro?']	I LOVE YOU BABY (MIKKO KOMORI)
https://www.animeclick.it/manga/10804/suki-desu-suzuki-kun	Suki desu Suzuki-kun!!	I Like You, Suzuki-kun!!	Shogakukan	Giappone	Go Ikeyamada	Go Ikeyamada	Shoujo	Commedia  Scolastico  Sentimentale  Sport	2008	18	completato	completato	Star Comics (compralo su Amazon.it)	6,759   (#4330 in manga) (7 valutazioni con 2 recensioni)	60  2  7 - 88,24% promosso	Margaret	Primo-amore  protagonista-ingenua	31 In lettura, 28 Completo, 4 Pausa, 5 Sospeso, 0 Da rileggere, 34 Da leggere - drop rate: 7,35%	"[""Trama: Suzuki Hikaru ha 13 anni e si appresta ad entrare alle scuole medie. Ad accompagnarlo in questa avventura c'è il suo grande amore per il basket e Chihiro Itou, sua amica d'infanzia, una ragazza tanto carina quanto aggressiva e manesca. Arrivati alla loro scuola, fanno l'immediata conoscenza di Suzuki Shinobu, un ragazzino molto simile ad Hikaru per altezza e aspetto, ma dai modi arroganti e altezzosi e di Hoshino Sayaka, una ragazza molto timida.""]"	I LOVE YOU, SUZUKI-KUN!!
https://www.animeclick.it/manga/17834/koi-furu-colorful-zenbu-kimi-to-hajimete	Koi Furu Colorful - Zenbu Kimi to Hajimete	Falling Love Colorful ~Everything with You for the First Time~	Shogakukan	Giappone	Ai Minase	Ai Minase	Shoujo	Commedia  Scolastico  Sentimentale	2015 - 2017	9	completato	completato	Panini Comics (compralo su Amazon.it)	7,000   (#3074 in manga) (2 valutazioni con 0 recensioni)	31  6  5 - 79,49% promosso	Sho-Comi	amnesia  Primo-amore	15 In lettura, 17 Completo, 1 Pausa, 2 Sospeso, 1 Da rileggere, 18 Da leggere - drop rate: 5,56%	"[""Trama: Mashiro vive su di un'isola. Un giorno, arriva un giovane ragazzo da Tokyo. Che sia l'inizio di un amore?""]"	I MILLE COLORI DELL'AMORE ~TUTTO COMINCIA DA TE~
https://www.animeclick.it/manga/25340/ing	I・NG	I・NG	Shogakukan	Giappone	Shōko Akira	Shōko Akira	Shoujo	Scolastico  Sentimentale	1997	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Betsucomi	arte	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"[""Trama: Ai Miyashita è riuscita a farsi ammettere alla scuola d'arte di Kyoto. L'anno precedente, durante una gita scolastica a Kyoto, Ai si era persa e proprio di fronte all' Aoi High un ragazzo l'ha aiutata disegnandole una mappa. Ai non è riuscita a dimenticarsi il ragazzo quindi ha cercato di farsi ammettere al liceo d'arte nella speranza di incontrarlo di nuovo. Con grande sorpresa scopre che Miyuki, un ragazzo del primo anno recentemente incontrato, è proprio il ragazzo che l'aveva aiutata l'anno prima! Ai raccoglie il coraggio e si dichiara, ma..."", '', 'Contiene anche il oneshot ""200kubun no koi""']"	I・NG
https://www.animeclick.it/manga/10702/ion	ION	I.O.N.	Shueisha	Giappone	Arina Tanemura	Arina Tanemura	Shoujo	Commedia  Fantasy  Sentimentale	1996	1	completato	completato	Panini Comics (compralo su Amazon.it)	6,921   (#3634 in manga) (30 valutazioni con 15 recensioni)	8  2  2 - 72,73% promosso	Betsucomi	arte	4 In lettura, 201 Completo, 0 Pausa, 1 Sospeso, 0 Da rileggere, 20 Da leggere - drop rate: 0,49%	"[""Trama: Che per Ion Tsuburagi sia davvero arrivato il momento di diventare la ragazza del presidente del consiglio studentesco? Lei pensa proprio di no, e continua a sfuggire alle sue avance, facendosi invece intrigare dall'associazione di ricerca sul paranormale. Peccato che il suo fondatore stia tentando di... diventare il supereroe Psicoman!""]"	I・O・N
https://www.animeclick.it/manga/9745/invu	I.N.V.U.	I.N.V.U.	Haksan	Corea del Sud	Kim Kang Won	Kim Kang Won	Shoujo  Manhwa	Sentimentale	2001	5	N.D.	N.D.	Flashbook Edizioni (compralo su Amazon.it)	0,000	1  0  0 - 100,00% promosso	Betsucomi	arte	2 In lettura, 7 Completo, 1 Pausa, 6 Sospeso, 1 Da rileggere, 10 Da leggere - drop rate: 35,29%	"[""Trama: La vita di Sey, adolescente come tante altre, è sconvolta dall'annuncio di sua madre, sempre poco presente per lei, di voler partire per l'Italia il giorno stesso per poter lavorare al suo prossimo romanzo. La donna la lascia così nelle mani di una cara amica, la quale la tratterà come la figlia sempre desiderata. Peccato però che il figlio della donna sia un tipo strano e scontroso, sempre sulle sue, che la farà sentire a disagio in più momenti. Contemporaneamente a tutto ciò sembra nascere una strana amicizia tra Sey ed un misterioso compagno di scuola... (trama by Very)""]"	I.N.V.U.
https://www.animeclick.it/manga/14636/ibara-no-kanmuri	Ibara no Kanmuri	The Crown of Thorn	Shueisha	Giappone	Yōko Kamio	Yōko Kamio	Shoujo	Scolastico  Soprannaturale	2013 - 2014	2	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Margaret	Abilità-speciali  Fantasmi-spiriti	1 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 13 Da leggere - drop rate: 0,00%	"[""Trama: Nobara, una liceale che abita da sola in una casa in stile occidentale, ha un curioso potere: è in grado di vedere cose invisibili agli altri. Inoltre, da tre mesi, un curioso ragazzo biondo è apparso di fronte a Nobara, e sembra che quest'ultima sia l'unica a poterlo vedere.""]"	IBARA NO KANMURI
https://www.animeclick.it/manga/17875/ichi-no-shokutaku	Hajime no Shokutaku	Ichi no Shokutaku	Hakusensha	Giappone	Natsumi Itsuki	Natsumi Itsuki	Shoujo	Storico	2014 - 2017	6	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Melody	cibo	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	['Trama:']	ICHI NO SHOKUTAKU
https://www.animeclick.it/manga/30135/ichiban-hoshii-no	Ichiban Hoshii no	All I Want	Shueisha	Giappone	Yura Mitsuki	Yura Mitsuki	Shoujo	Scolastico  Sentimentale	2018	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Bessatsu Margaret	rivalità  Studenti	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 1 Da leggere	"[""Trama: Yuu riesce a fare praticamente qualsiasi cosa meglio di chiunque altro ed è all'altezza delle aspettative che tutti hanno su di lui. Ma ha la sensazione che manchi qualcosa nella sua vita quotidiana. Finché, un giorno, Nagisa decide di sfidarlo...""]"	ICHIBAN HOSHII NO
https://www.animeclick.it/manga/28985/ichido-wa-kanojo-ni-nattemitai	Ichido wa kanojo ni nattemitai!	I Want a Boyfriend at Least Once!	Kodansha	Giappone	Watari Sakō	Watari Sakō	Shoujo	Scolastico  Sentimentale	2018	3	in corso	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Dessert	Amici-di-infanzia  viaggio	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 3 Da leggere	"[""Trama: Seri ha 20 anni e non ha mai avuto un ragazzo. All'improvviso torna Chihiro, un amico d'infanzia più piccolo di due anni che non vede da tempo e i due partono per un viaggio assieme. Durante il viaggio Chihiro decide che da quel momento Seri sarà la sua ragazza...il batticuore per Seri è assicurato!""]"	ICHIDO WA KANOJO NI NATTEMITAI!
https://www.animeclick.it/manga/15356/ichigo-jikan	Ichigo Jikan	Ichigo Jikan	Shogakukan	Giappone	Kyoko Kumagai	Kyoko Kumagai	Shoujo	Commedia  Scolastico  Sentimentale	2009	2	completato	inedito	Nessuna	6,891   (#3846 in manga) (5 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Dessert	Amici-di-infanzia  viaggio	0 In lettura, 20 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 9 Da leggere - drop rate: 0,00%	"[""Trama: Ichigo era pronta a trasferirsi in dormitorio ma ha scoperto che purtroppo, non ci sono più posti liberi! Si ritrova quindi con la chiave per un piccolo appartamento nelle vicinanze, ma il problema è che non è l'unica inquilina cui è stato assegnato. Pare che l'appartamento sia di Ran, un bel ragazzo più grande di lei, che non sembra felice della loro nuova vita insieme...""]"	ICHIGO JIKAN
https://www.animeclick.it/manga/13561/ichigo-no-houseki	Ichigo no Houseki	Ichigo no Houseki	Shueisha	Giappone	Megumi Mizusawa	Megumi Mizusawa	Shoujo	Scolastico  Sentimentale	2002	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Dessert	Amici-di-infanzia  viaggio	1 In lettura, 2 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 8 Da leggere - drop rate: 0,00%	"[""Trama: Suzu è un'amichevole ragazza innamorata di Shuuya, il ragazzo più popolare della scuola. Il più grosso problema di Suzu si chiama Minori, che non solo è la ragazza più popolare della scuola (gentile, carina, amichevole e intelligente), ma è anche lei innamorata di Shuuya!""]"	ICHIGO NO HOUSEKI
https://www.animeclick.it/manga/22290/ichigo-switch	Ichigo Switch!	Strawberry Switch!	Shogakukan	Giappone	Nagisa Odagiri	Nagisa Odagiri	Shoujo	Sentimentale	2011 - 2012	1	completato	inedito	Nessuna	0,000	0  0  0 - 0,00% promosso	Sho-Comi	doppiaggio-doppiatori-seiyuu  recitazione	0 In lettura, 0 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 2 Da leggere	"['Trama: Ichigo frequenta un liceo per apprendiste attrici; sta lavorando all\'anime ""Wilde Berry"", ma ha problemi con le scene d\'amore. Un giorno, il popolare Chiaki le chiede di ""insegnargli l\'amore""... Così Ichigo si rende conto che il bel ragazzo è in realtà un otaku, grande fan di Wilde Berry""!']"	ICHIGO SWITCH!
https://www.animeclick.it/manga/18137/ichijou-kaname-to-wa-kakawarani	Ichijou Kaname to wa Kakawarani	Ichijou Kaname to wa Kakawarani	Hakusensha	Giappone	Misaki Yuu	Misaki Yuu	Shoujo	Scolastico  Sentimentale	2016	2	completato	inedito	Nessuna	6,800   (#4080 in manga) (2 valutazioni con 1 recensioni)	0  0  0 - 0,00% promosso	Hana to Yume	viaggio-nel-tempo  Morte-di-una-persona-cara	1 In lettura, 2 Completo, 0 Pausa, 0 Sospeso, 0 Da rileggere, 4 Da leggere - drop rate: 0,00%	['Trama: Ritsu, la protagonista di questa storia, viaggia indietro nel tempo per cambiare il futuro, poiché il suo amato Ichijou Kaname è destinato a morire giovane. La ragazza farà di tutto per sopprimere i suoi sentimenti per poterlo salvare.']	ICHIJOU KANAME TO WA KAKAWARANI
